File,ConfigID,Presolver,Scaling,Pricing,Ratio,Precision,ExitCode,TimeSeconds,Status,Iterations,Difficulty
eilA101-2_LP,C7,1,2,0,3,25,124,750.0605966,timeout,-2,easy
eilA101-2_LP,C8,,,,,,0,44.561,optimal,-1,easy
enlight_hard_LP,C1,0,0,0,1,100,0,0.018902008,optimal,29,easy
enlight_hard_LP,C2,1,2,0,3,100,0,0.042929369,optimal,0,easy
enlight_hard_LP,C3,2,2,5,3,100,0,0.034144581,optimal,0,easy
enlight_hard_LP,C4,1,4,3,3,100,0,0.042552491,optimal,0,easy
enlight_hard_LP,C5,1,2,0,3,100,0,0.042792349,optimal,0,easy
enlight_hard_LP,C6,1,2,0,3,50,0,0.025355295,optimal,0,easy
enlight_hard_LP,C7,1,2,0,3,25,0,0.025147537,optimal,0,easy
enlight_hard_LP,C8,,,,,,0,0,optimal,-1,easy
ex10_LP,C1,0,0,0,1,100,124,750.0694469,timeout,-2,easy
ex10_LP,C2,1,2,0,3,100,124,750.0952873,timeout,-2,easy
ex10_LP,C3,2,2,5,3,100,0,744.4947612,timeout,3709,easy
ex10_LP,C4,1,4,3,3,100,124,750.0967408,timeout,-2,easy
ex10_LP,C5,1,2,0,3,100,124,750.0971748,timeout,-2,easy
ex10_LP,C6,1,2,0,3,50,124,750.0889177,timeout,-2,easy
ex10_LP,C7,1,2,0,3,25,124,750.0897117,timeout,-2,easy
ex10_LP,C8,,,,,,124,750.562,timeout,-1,easy
ex9_LP,C1,0,0,0,1,100,124,750.0433629,timeout,-2,easy
ex9_LP,C2,1,2,0,3,100,124,750.0558578,timeout,-2,easy
ex9_LP,C3,2,2,5,3,100,0,747.6430488,timeout,5033,easy
ex9_LP,C4,1,4,3,3,100,124,750.0550724,timeout,-2,easy
ex9_LP,C5,1,2,0,3,100,124,750.0550536,timeout,-2,easy
ex9_LP,C6,1,2,0,3,50,124,750.0503247,timeout,-2,easy
ex9_LP,C7,1,2,0,3,25,124,750.0509774,timeout,-2,easy
ex9_LP,C8,,,,,,124,750.531,timeout,-1,easy
exp-1-500-5-5_LP,C1,0,0,0,1,100,0,0.164538322,optimal,604,easy
exp-1-500-5-5_LP,C2,1,2,0,3,100,0,0.303748539,optimal,612,easy
exp-1-500-5-5_LP,C3,2,2,5,3,100,0,0.228462932,optimal,619,easy
exp-1-500-5-5_LP,C4,1,4,3,3,100,0,0.31147712,optimal,602,easy
exp-1-500-5-5_LP,C5,1,2,0,3,100,0,0.305643923,optimal,612,easy
exp-1-500-5-5_LP,C6,1,2,0,3,50,0,0.161958259,optimal,611,easy
exp-1-500-5-5_LP,C7,1,2,0,3,25,0,0.158183476,optimal,611,easy
exp-1-500-5-5_LP,C8,,,,,,0,0,optimal,-1,easy
supportcase22_LP,C1,0,0,0,1,100,124,750.1471624,timeout,-2,open
supportcase22_LP,C2,1,2,0,3,100,124,750.0463728,timeout,-2,open
supportcase22_LP,C3,2,2,5,3,100,124,750.1491801,timeout,-2,open
supportcase22_LP,C4,1,4,3,3,100,124,750.1222481,timeout,-2,open
supportcase22_LP,C5,1,2,0,3,100,124,750.2493029,timeout,-2,open
supportcase22_LP,C6,1,2,0,3,50,124,750.0012492,timeout,-2,open
supportcase22_LP,C7,1,2,0,3,25,124,750.1882176,timeout,-2,open
supportcase22_LP,C8,,,,,,124,750.666,timeout,-1,open
